Employee_ID;Salary;Deparment
85165;5276;3
40776;6228;7
76805;2079;4
93082;4172;7
8868;6285;6
60205;7640;1
43909;9751;1
3464;4644;5
30000;2526;5
78282;1803;5
66029;4000;5
44507;4186;3
51911;3489;1
87297;2494;3
71074;7775;6
63659;4248;3
74889;2310;1
92533;2180;5
53496;6423;5
13152;5898;5
33609;7073;7
12241;8775;1
64350;6860;2
23835;4139;3
84981;9394;4
51703;1440;4
90029;5139;5
87792;6358;3
5944;2836;5
55343;5169;5
65134;5120;5
32204;5707;1
18804;1040;7
51883;7528;3
2744;6755;4
35988;9849;7
67211;4004;2
37382;5125;6
16241;3926;5
41545;8621;6
36020;8405;3
16069;2813;3
30049;5364;3
10949;5215;1
6147;3246;4
72933;6766;4
80766;3957;2
21254;8852;7
6100;8314;3
88435;8314;1
20253;7260;6
52003;1549;2
96662;2117;1
98638;1844;1
62003;2224;4
32492;4896;2
72634;1134;7
95366;9001;5
49811;2183;6
7831;1046;7
84467;9105;2
51914;5864;4
49001;7586;1
6467;3429;5
47346;8726;4
59233;6180;3
68526;9676;7
41844;8259;3
78213;6314;2
77180;7387;3
44393;2760;7
16888;3794;4
64585;1228;4
95557;7404;7
3855;3925;1
64017;2211;3
33208;2685;4
94712;2635;1
58796;9308;1
90343;5041;1
28899;8793;6
57612;8937;3
17562;1981;1
1205;1175;6
89545;4977;1
70142;3337;2
20709;1061;3
74898;4038;1
5431;9259;6
33796;1247;7
631;2315;5
53257;8979;1
36025;7653;1
46337;4828;2
74210;1319;3
86779;8865;2
41650;5624;5
20931;2345;2
74176;8517;7
14122;3783;4
31550;3271;3
80108;7793;7
40249;2165;2
71103;2459;6
95665;4189;4
14687;8893;2
76887;7219;3
60084;6682;4
99745;8161;2
96201;4086;7
40185;2877;1
50963;4557;4
32064;7333;2
18892;2601;7
33952;4258;6
89455;1220;2
204;5766;2
30117;1093;1
6720;2180;2
98994;1649;2
52236;7616;4
63575;8981;7
97175;4004;1
69764;9784;2
17758;4477;1
77733;3727;7
21853;8387;3
41850;2585;5
21374;9846;3
65042;5882;6
70505;3876;1
1379;5960;7
15161;7693;4
16660;2538;7
50028;9391;4
12791;6676;4
3961;6527;2
74454;4025;2
11988;9862;6
31956;5371;7
18856;6027;5
79101;9157;5
8204;8822;6
29069;1091;5
37940;8923;2
15259;1484;3
47463;8937;5
90864;9922;1
95153;4662;5
32865;6459;7
14725;1159;2
10124;9268;5
51950;6464;7
15288;8742;1
24802;3044;2
29640;2484;7
84080;7053;4
58542;1412;2
24012;5840;5
16421;6503;3
60455;5642;4
56945;4105;2
79859;9302;7
70824;7196;3
24518;5143;4
52915;2457;2
5533;9478;5
58234;5668;7
9171;5883;3
75689;5102;7
1903;6837;2
29190;3933;4
13455;8797;2
6305;2172;2
76711;5955;6
2962;2232;1
21063;3287;3
59954;2585;3
34595;2312;2
93423;2593;1
46155;7814;6
71248;1690;6
60258;5845;5
28605;6002;7
58128;8220;2
52796;9315;4
60919;8008;2
2765;6367;6
80318;7591;5
64280;8372;2
15304;8721;2
21555;3859;3
19667;3860;3
32216;5814;3
79364;1876;1
5442;2985;3
56930;4427;3
82793;2230;7
27893;1305;4
92938;7847;4
6394;6026;5
45467;8259;6
18371;2689;6
26045;8576;3
72904;8529;4
57638;5379;7
35389;1966;4
73315;2475;1
87508;3912;7
43377;4044;7
31455;1819;7
97479;8070;1
23893;6271;4
83017;9016;4
46305;7002;5
99981;9632;5
78474;2944;7
83825;9026;5
4986;7433;6
92866;8874;2
1567;8037;3
32649;4891;3
52041;7172;2
30422;2615;4
78406;4555;1
31037;4735;3
93917;9968;5
77618;1727;3
40570;1893;2
80181;8887;4
60679;3196;6
446;6353;5
58123;6200;5
60624;9247;6
90918;4696;5
63227;9912;1
33295;1527;4
96291;9340;1
18113;7794;4
20975;8617;6
4038;3664;2
84569;3795;4
60628;5795;5
14789;1977;1
45729;6718;2
28305;7915;7
33742;5303;5
45713;1209;2
95909;2530;2
69970;7962;6
15068;3188;7
95432;5909;2
83848;1843;4
30941;7914;5
96945;7930;6
52476;8604;7
79660;1980;2
955;6423;2
36600;7467;4
3306;1526;3
47124;4905;6
66088;8791;5
13306;2328;3
65908;1296;7
1100;6280;3
96341;7504;1
49285;6489;2
64375;4897;2
77263;9747;2
86925;6211;2
58860;5597;7
13161;3265;7
40000;1377;1
30951;6020;7
91746;8147;1
64994;2446;7
46641;5590;2
66772;6799;2
24320;5666;7
94092;1429;5
50960;5197;3
53400;8255;5
24174;3762;4
47977;3711;1
69603;5103;7
76011;8480;7
69581;8222;2
66414;3291;4
75378;2730;3
78389;9177;4
60612;9418;2
79783;5250;5
23122;1405;7
59488;5571;6
21623;7365;1
54008;5420;3
8052;5569;7
12220;9496;3
5679;1446;2
6278;1052;6
9594;7085;3
7623;9388;6
96911;9572;5
6008;2802;5
58502;3996;2
14467;8626;6
18920;8151;5
98896;1490;2
79176;6777;3
96280;3274;2
63276;8964;5
4192;2571;6
58556;3815;6
95741;8363;4
13835;3979;5
14631;1508;6
74007;3647;6
68537;4873;4
52197;5750;5
67819;6989;4
4511;2548;3
99197;9016;2
30335;2206;2
13643;9606;2
98453;3770;2
14307;1725;3
61572;2507;7
9321;3677;7
58553;4568;2
18905;7291;3
10787;2624;4
6057;4840;4
27641;2805;2
44809;6516;7
34310;7577;7
23664;5867;1
10398;9193;2
71763;7449;4
67789;4905;1
89594;9488;4
2178;8280;2
38502;1459;6
32741;5848;1
46814;6584;6
65510;4489;7
97258;4198;5
74782;8847;4
20601;3313;3
70494;3849;5
42684;1526;6
97139;7252;5
45383;9024;2
95379;5611;4
60317;9815;3
82168;4573;1
50978;3328;6
15827;7284;3
49428;4303;2
86329;4700;3
81590;5724;5
53155;4953;7
15332;6582;5
54984;7574;5
11738;5978;4
34483;2828;2
53944;8221;4
55712;3132;6
33440;2575;2
74663;5647;2
80618;2924;1
72868;5215;4
94702;5033;3
99021;5576;5
22242;8687;5
82005;6496;7
72820;2378;4
59668;6469;2
28642;4062;6
77360;8972;6
42354;2608;6
76426;2715;1
49319;1208;6
49463;5565;4
12751;6780;2
64855;4016;6
42238;7828;4
28661;4692;6
51943;4279;4
23173;4710;5
68246;2822;5
16520;8797;6
52044;4677;6
61387;1941;3
48968;5260;3
79657;4601;5
14934;8579;3
12543;9666;2
65677;3648;4
40009;1226;7
4215;3247;5
46275;2458;7
17746;6725;1
96982;2132;6
39271;3816;7
7630;7652;3
50450;5316;3
2370;7277;3
51189;1369;1
58311;8966;2
27115;1534;2
36354;7710;3
5696;1441;4
52206;8779;3
70575;5554;4
74596;8047;7
40041;6034;3
54536;8470;1
82079;5975;7
81931;7224;5
74045;6487;6
71341;2106;4
68569;4010;6
5278;2015;6
51912;6469;7
71329;2330;4
11849;8734;1
79681;9658;6
56610;1914;7
9800;4051;1
13209;6142;4
36722;9046;6
16768;2683;5
81099;4010;2
50099;9295;2
66372;6521;2
98769;4977;1
8142;2098;6
51869;5508;4
33098;5074;2
47626;4459;2
68947;3141;1
77933;5534;6
73269;1401;7
72064;2568;7
39455;6795;5
78471;9016;3
7486;9050;6
79220;2777;5
37121;5170;3
81603;3074;2
63306;8323;3
62107;3808;7
35754;5109;3
90974;8977;7
82149;5922;2
23202;1587;4
82606;7060;1
80151;1641;6
41190;5024;2
50873;3033;3
3110;5135;6
3927;1296;6
20912;8910;5
73322;6327;7
58954;5819;6
28248;4379;5
28602;5336;6
34321;8139;1
41886;4165;5
88684;6427;2
48258;9798;4
30085;1994;4
85696;9521;6
36901;1414;6
79672;8989;4
89980;1226;5
15328;5827;2
17090;1930;1
93920;1745;4
8801;7482;5
84012;7120;6
1431;8686;1
2533;2871;3
3854;8483;3
36579;1644;3
64206;3478;5
75808;5658;1
86126;4379;2
70360;5073;1
52268;6504;5
36641;7013;2
62524;3739;3
47115;2657;4
5327;9477;4
94078;1160;4
74777;7381;5
76533;2729;4
63285;8561;6
42966;2075;5
20051;4749;2
81024;8388;6
78271;8428;1
63535;4027;5
86931;1914;5
39068;3999;3
1513;9570;7
86033;9829;7
4526;3736;1
56840;3054;1
978;8701;5
77498;2027;4
69666;2589;4
15174;1743;3
60365;9946;6
71551;3512;3
37937;9765;1
62564;2061;1
5157;1728;6
57910;1341;4
14415;5228;2
20133;9412;4
73790;6272;3
99083;2911;4
67387;3455;3
60929;8004;2
21148;7702;3
41320;1456;4
83731;6270;6
42580;9881;4
37037;3540;2
64762;2823;6
82380;9420;6
30587;3439;6
37628;3636;2
37933;3491;6
98092;6154;6
67600;7142;3
75626;5954;4
12416;8300;4
31739;3337;7
10246;5537;1
83107;7465;7
19379;2434;6
10079;9060;7
56608;7339;6
126;6965;5
22458;4922;1
84584;6285;6
26513;9283;6
12396;2299;4
17216;7289;6
5698;4372;5
65467;3497;5
99767;2264;1
66639;9375;6
56507;5691;1
89778;4970;6
29373;3167;6
27711;8709;5
48233;4775;6
69668;2149;2
52396;6322;2
30095;4574;1
49736;6400;1
31994;1248;2
79806;5465;5
88066;5022;2
33528;1803;3
54796;4412;7
59199;8406;6
94212;7985;2
42921;3709;3
34153;2897;4
49124;1749;3
13619;2060;5
67383;5017;7
87055;4282;7
4758;2282;7
54074;7175;4
78834;6909;3
22282;8450;6
6437;5753;1
9729;4901;2
85650;6322;3
7492;6371;1
83121;1976;7
34341;1394;6
37731;8295;7
44906;9265;6
62934;1612;4
70623;6980;1
19198;4055;3
21511;4173;4
17430;6051;3
82418;7557;3
94268;8106;5
17413;5874;7
95010;9087;4
92015;9514;7
36242;5681;4
41991;7448;6
15659;2178;2
92420;6229;6
60693;8460;5
47140;2122;5
47867;9942;2
89348;3164;3
1698;3510;7
91993;5476;4
63120;3595;6
70372;7372;2
21595;8342;2
35245;2549;2
67528;4092;7
86151;5778;5
11116;9853;1
76274;5653;2
96622;9179;5
74196;6669;1
37891;6178;4
58565;6587;7
11715;1318;3
93469;9125;4
24397;7394;6
10265;1641;5
47758;1639;2
6405;4458;3
68614;1670;4
59106;4582;4
52102;8986;4
38535;6712;2
32289;2972;6
80840;8752;2
34120;6757;7
83370;6226;6
90668;9942;1
38589;4735;5
38775;4582;7
80935;9049;4
79481;8959;5
29599;8712;1
85275;9860;5
29680;3050;6
17708;2411;6
22762;2622;3
20706;3534;5
37342;8228;2
37140;5179;5
3388;3747;1
25;2124;5
95939;6346;2
36540;4864;1
33390;7793;6
69963;3195;7
96803;4437;5
11667;1723;3
64042;8990;3
92059;1361;5
67354;1355;6
18938;7603;7
62853;5606;1
11079;5815;1
86263;2190;5
70672;6692;4
47729;9446;2
135;3658;1
18686;1906;4
18693;2843;1
35257;8533;4
56781;8455;6
59574;7254;2
82283;3140;6
1703;2195;2
75211;7899;7
15542;4964;1
29080;9916;6
14944;1346;3
18122;6039;5
5171;6306;6
50066;1608;2
52311;9367;7
29178;7950;4
78618;1389;2
35880;2555;6
12074;4918;6
92708;3631;3
28176;9188;4
30492;6344;7
50602;2576;6
41507;7051;5
8166;2679;6
81112;7868;7
10139;1700;3
86677;3885;6
48629;2208;3
81014;7193;5
74476;1183;7
56770;1150;2
26265;6685;2
69624;7745;2
84526;6423;7
51565;1327;6
26713;3849;4
80019;3976;6
5097;3430;4
25051;2125;6
79103;5523;7
72216;3943;3
6190;6403;1
44262;4406;6
83239;6077;5
26800;7879;6
59147;2428;5
10685;1812;5
32569;4488;4
86920;4482;1
68187;3920;3
87126;1479;3
56317;9460;7
20300;9702;3
27832;8647;6
33966;2746;1
35779;3817;7
5818;9150;4
78227;1597;5
73130;2497;4
55430;7566;4
54198;9782;6
46060;8805;3
28689;5122;2
73234;7107;7
98636;5784;3
90020;3859;7
5031;2675;7
45082;2860;7
94289;8345;6
65844;5713;6
56642;8747;4
41358;1052;3
1495;7546;6
24324;6260;3
821;4883;7
54859;1599;7
36779;6859;2
60563;2590;3
6027;9254;4
46262;6067;1
77908;6574;4
17517;2780;6
97373;5548;7
91613;2252;3
3500;2087;7
25785;3985;2
27425;8787;4
62309;9708;3
44148;6720;4
61413;4149;7
93360;5671;1
31171;6964;3
21667;7529;5
51162;8205;5
89056;2053;7
75274;3470;7
83072;6522;2
54261;4574;6
70540;9994;3
12359;4130;6
39247;5863;7
30166;4177;3
99329;5731;7
67741;8261;6
58188;2536;1
24426;6889;5
62263;1066;1
97743;4049;5
41007;3726;1
42789;9411;6
70036;6425;3
9553;4357;3
46558;8254;2
64027;4856;4
11672;4496;2
67708;2730;7
68674;2791;6
87761;2257;7
86770;1954;7
57415;6470;2
89490;2971;4
27927;9895;1
57331;9600;1
3150;7746;2
93664;9381;5
24079;2929;4
49415;8167;6
6820;6589;5
36430;8785;5
95333;1039;4
70838;8376;5
46398;3388;7
1600;5763;5
33525;6619;5
48606;2594;1
72861;9533;4
78811;5765;2
38180;1827;5
65306;3289;4
84864;1275;5
78257;4817;2
26668;5462;1
90154;5691;1
45415;3941;5
75334;9296;3
83596;1702;5
95594;6064;5
97387;4247;1
89397;4267;7
50582;2895;4
34246;7726;1
82252;4463;3
71936;7886;7
70930;9738;2
75067;8381;5
6568;6810;3
45936;3204;3
47815;7414;2
40261;1762;1
26142;5747;5
56348;8785;1
78369;1645;2
5200;8938;3
70277;7776;5
20361;7863;1
89451;4717;4
66345;6118;3
58148;4616;2
26210;4279;7
26420;7954;3
65600;3939;6
84618;6584;1
67673;3510;1
71379;8181;7
60864;2069;6
30273;9534;6
95845;8274;4
52763;3168;2
51583;1460;2
82876;9902;2
21212;9207;4
77639;2828;1
12550;2962;4
49442;2591;6
12653;9434;5
36843;6628;3
43739;3966;7
35740;2287;4
40228;3292;7
94710;4674;1
83024;9487;2
96421;2956;7
72093;4642;1
4768;8971;6
124;7778;7
90709;6011;1
87911;9920;2
64923;5124;7
75952;6881;4
10342;8746;7
56340;8220;1
11581;3227;2
78024;6679;4
91334;8778;3
9454;4794;5
57489;8077;2
32011;6482;2
94679;8897;5
17288;6454;2
7579;3497;1
66134;9739;1
3875;5873;6
47838;2517;4
56867;6381;5
14259;9034;2
98767;3661;3
72983;5565;3
84754;2215;7
44445;4355;6
14487;6490;6
65894;8021;6
13030;3267;3
23994;5672;2
26213;9233;4
37265;1934;3
84953;4077;3
38788;8531;2
7094;5212;3
28178;3630;4
76730;5976;1
76635;7140;6
1728;8498;7
66359;6542;7
42044;9266;7
26543;7801;6
30617;8842;5
52115;8566;6
78110;6723;5
27859;8075;7
33996;8532;6
23159;9495;2
10989;3709;6
72766;8629;2
55909;4957;3
49374;9724;7
62939;2036;5
98472;2861;5
45485;8864;6
65012;6379;4
12300;3411;5
18709;2263;7
93698;6615;1
79926;5565;4
99548;8550;5
58232;3529;2
12338;2439;6
48380;5185;3
9696;7029;7
75953;3869;4
46281;9325;1
47859;4381;1
10353;2496;5
95327;5392;4
23096;4449;1
74530;1731;4
2723;3967;4
2136;6118;4
58270;4369;2
55585;7529;7
27537;7838;4
53643;7532;5
27604;4898;3
48902;3137;7
52367;2103;4
5865;5454;7
32323;4268;7
27138;6358;5
95527;4478;4
68493;4948;3
96632;8272;7
882;2131;6
56862;3834;7
18993;6362;7
60465;6445;3
39285;5878;6
58724;6673;2
8120;1703;6
24396;4690;7
70307;7710;4
44591;6938;7
87744;1580;6
75614;5661;3
17828;8103;7
18823;9620;5
73006;2641;3
93755;6502;6
14499;1406;7
41684;7748;1
21342;1651;2
54108;3087;4
7542;8752;3
37618;9286;5
25078;7770;3
3766;4950;4
63669;4890;3
90738;8519;4
24984;6714;1
26291;8753;5
72658;1130;5
24503;9847;5
54113;1975;5
36222;3391;2
79871;8925;5
23865;1951;7
30230;1228;6
45643;2542;5
38916;3471;6
9584;7262;4
15270;2967;7
89424;9684;1
80040;2718;7
9982;1868;7
67715;7444;3
41173;4412;3
48197;7069;3
6145;6310;3
79568;6006;7
16524;2840;6
30208;7713;5
46739;2629;1
51941;5501;7
68021;5555;1
93532;4104;1
30099;3118;7
74817;8375;7
97304;1100;7
98988;7154;5
57144;6332;2
92181;2779;3
76592;2732;3
36830;3475;6
78839;4898;3
17452;5579;6
43954;2388;5
7787;5386;6
65160;5643;5
82756;1147;4
11840;8355;6
84850;4605;5
69944;4555;6
84982;1129;4
28335;2197;2
19512;9101;5
55914;4529;1
94801;7473;7
66849;2484;6
2497;9706;3
22554;8749;1
84635;1561;7
74676;9614;6
94409;2059;2
96589;7997;1
34510;9789;4
20157;7929;7
38459;5970;7
76637;8804;1
9597;2179;7
95448;2102;1
6599;8794;6
89389;7116;7
6904;9539;6
95605;3903;7
65138;2460;2
68667;9341;3
25050;8442;6
57941;8098;3
97980;7687;3
22012;5766;7
79756;7846;6
42681;2772;5
46752;8825;5
76393;1902;2
69200;9659;3
86189;7334;5
28880;8060;7
90034;5742;5
35031;8785;4
90772;6639;6
93349;1936;3
64143;6508;2
28247;9119;1
22672;1229;1
29008;5538;5
59177;6699;1
10590;5473;1
67187;9007;1
90078;5411;6
43487;4209;2
21324;4211;5
33954;8312;6
82958;9594;3
72689;3520;2
59419;7231;5
17703;1382;1
74314;3982;4
94084;8370;7
75510;7372;3
46901;7218;6
97633;2474;6
44487;7875;6
36688;9400;5
16531;8834;1
96419;6035;4
3933;6970;2
61913;1710;7
52416;7161;5
62494;1250;2
56049;1855;3
63126;3384;5
64598;9452;3
37667;4069;2
87180;8994;3
28995;2523;6
44308;9466;2
40443;8375;3
41274;8298;3
35011;7727;5
91335;1489;4
7809;6778;3
75161;7355;2
54535;4715;3
66578;4637;1
61024;2085;4
87389;5470;2
2166;3684;7
55777;2112;4
52503;1886;4
3393;5875;3
54086;1596;6
52851;9537;7
23121;2778;7
93973;9945;3
80581;5965;1
28952;9761;3
71545;8022;3
2645;2854;2
9854;6289;3
20700;3857;7
2782;8929;2
41596;4003;1
5418;6067;1
69276;9450;7
31306;6500;5
29547;8019;1
87538;9855;2
35958;9986;6
81656;1704;2
70576;4574;1
69139;2248;4
48998;1663;6
90237;4198;6
38244;3156;3
95206;5576;5
75981;7860;2
79831;6097;2
59442;4353;3
62335;8993;2
81486;7536;5
22689;7319;5
8243;1583;4
39274;4062;7
91030;9917;4
1872;4554;4
25778;5154;2
28777;4136;3
46823;7031;3
59799;5754;5
77955;7409;5
50176;1222;1
61533;9060;4
19839;5488;1
5302;6985;4
96814;4478;3
89874;6165;3
83289;3249;4
94356;9178;1
94238;6825;6
15917;9016;5
46363;1894;3
1979;9690;6
34725;2121;6
65728;3134;1
73493;5461;1
2500;1503;6
48891;7279;1
2394;2882;6
9524;1807;1
47443;4579;7
26066;5086;2
37204;3468;1
99426;4823;3
3245;6419;3
76906;9544;6
32581;1154;2
53243;1528;5
43907;9759;3
64303;7030;2
71940;4394;6
23065;3368;2
78148;2932;5
33049;7006;2
67342;6632;2
73372;6730;5
64218;7428;4
95826;9086;5
83832;5909;6
4183;3505;5
92049;4295;6
1667;1841;2
64427;5519;1
4099;4909;1
34610;8323;5
15541;9468;7
27543;9712;2
83743;3301;4
86634;4418;4
96041;5080;6
23176;3754;1
67444;7805;2
62017;7035;3
50810;3137;7
80990;6866;5
78367;2943;2
66260;4917;4
78772;5905;3
79390;5195;5
93382;3042;5
28953;8349;3
47292;9335;3
80150;5422;2
9354;9632;5
56629;4266;3
22389;7289;6
11110;6121;3
40578;3324;5
37211;4923;4
39516;3227;4
44115;7854;5
88643;1686;3
26367;4157;6
47769;1974;3
71317;9444;4
16568;3606;3
33191;4616;3
85861;9280;5
12489;9962;3
48422;7879;4
45096;4965;5
48877;5428;7
1521;8734;2
65799;6935;7
88650;5602;2
22745;3015;3
64347;4288;5
4799;2046;1
9016;2332;4
13595;2655;2
60016;7566;7
20713;3403;1
63815;1429;4
50616;4731;4
10170;3021;4
28244;3146;1
32442;7089;5
74012;7829;2
36295;1697;5
20883;5897;5
95461;4039;7
56122;7670;2
52190;4858;4
53579;5630;2
70482;2625;3
44142;3910;4
12999;9887;5
13895;1361;6
29371;5202;5
51344;8812;4
20556;5472;3
36840;2427;6
46715;3340;5
10591;5168;4
53648;1088;7
82285;2419;4
22403;4724;3
59039;9605;2
83815;9244;4
54257;2219;3
53077;3269;1
17842;1381;1
62860;8675;5
58198;9969;7
1787;3246;3
29297;2656;4
58956;4883;6
71150;5456;4
78775;6977;1
17500;9792;1
26825;7912;7
13437;5568;6
76529;4572;5
16913;1641;4
13899;2140;2
96151;7233;6
6521;9750;4
65925;9351;1
52272;5253;6
28905;6082;7
75496;4403;5
88097;6415;1
7858;1678;1
22870;9680;5
90205;5642;5
88447;6530;1
2105;4274;7
82881;4517;1
87626;7960;2
84204;9168;5
35399;4396;3
38839;4668;4
4980;9044;6
9595;1209;4
83096;5487;1
7066;7048;4
28598;2880;6
48983;8444;5
82411;4997;7
91865;1485;2
16612;2962;6
83887;7836;4
32556;8021;1
14485;4126;7
98553;4405;3
35244;9216;2
67260;3284;3
80665;7509;3
62471;3775;3
37543;5649;2
7645;5411;6
12088;3521;3
13665;5144;2
30065;9648;4
71111;5359;5
63262;9488;2
26442;1981;7
893;7921;6
88719;5700;2
50339;8034;4
88712;1436;2
85204;3384;6
87849;5805;4
6673;1089;4
81018;6174;3
50006;2538;4
30762;5727;4
40542;6290;1
65265;8719;7
29929;9179;7
2898;4152;3
42430;6887;7
24206;9092;3
40330;6193;4
45292;7032;1
61351;9329;5
65621;2221;1
72712;7753;4
58205;9816;4
81600;5659;7
43008;9564;7
32929;7391;7
22573;9567;5
38695;1536;3
41628;1747;2
96794;3316;4
25437;5546;1
12294;5417;1
49056;6644;6
44210;1452;7
36797;8033;4
77672;9611;1
27233;8128;6
15648;8436;2
84991;6771;6
37531;5998;4
9585;2623;4
70519;5064;5
2629;1041;5
17945;4897;7
40682;5418;3
9057;8137;1
84184;7283;7
16219;6817;5
6375;2344;3
64194;3359;1
60429;6672;2
90386;4830;2
31639;3523;3
54333;4014;1
34925;9122;2
27305;7989;6
92660;9952;4
85355;6295;3
43791;2818;2
32199;7684;7
56098;9306;2
89459;8198;4
68148;8504;5
28691;8251;1
8394;6299;4
30845;4774;5
80616;3162;1
92646;6317;5
64909;9986;4
85029;1718;7
19327;3847;7
27461;9065;3
91935;7493;2
74910;5054;2
16675;4039;4
68005;2424;5
37393;6032;3
80538;8493;1
25443;4040;4
67088;1271;3
1547;5213;2
81955;9017;5
20086;8362;5
80695;2209;5
99948;2364;1
15016;8737;7
87652;3716;3
54516;9390;2
27638;5997;1
32423;8555;3
62744;1006;2
23839;7975;2
38974;9460;3
21325;3491;3
63498;1715;4
15528;5300;1
10581;7844;4
58572;1733;1
92997;9835;1
6697;3974;3
77885;3891;5
54414;7386;6
11519;2650;7
69246;4509;2
79493;1098;2
91144;6240;4
65084;7485;2
20089;3867;2
69732;9549;7
33260;9898;7
91632;5602;7
98765;4939;3
22690;1032;7
66129;2822;6
59787;4572;5
85967;2309;4
48744;5092;7
35538;7008;1
69406;9596;4
38731;9891;6
16573;9902;7
1828;3805;3
96005;1297;7
70473;5086;7
73431;4347;2
53811;1201;2
14461;5162;1
35968;5119;7
70190;6022;1
44705;2831;4
78064;5801;4
58639;6696;6
44413;5577;7
89979;2468;1
51993;4714;5
87411;2449;1
72197;3601;4
33570;5852;7
61778;6891;2
52368;9314;4
9532;5880;7
48207;8643;3
50078;4579;1
16832;6588;4
21525;9536;3
34003;6661;7
74827;1796;5
1558;9864;5
29656;2694;2
36872;4636;1
1182;8656;3
23170;8232;5
40592;4035;6
53212;4981;1
93506;5557;6
55017;9464;2
36168;1081;1
28222;1285;6
73991;5344;5
42790;3942;5
59583;2583;1
76701;8358;7
38632;1751;4
79122;6001;4
10716;5054;2
38777;2699;5
18423;3558;5
80261;9762;6
75585;9854;2
16772;5954;1
18568;6634;5
33884;6866;4
5114;9538;5
25736;8285;3
93490;1704;3
10802;5916;7
52087;2541;7
7139;4160;2
14253;4494;5
89128;9139;6
92167;2874;4
86135;4547;2
63359;8114;4
41668;8072;4
81853;6613;7
21846;9246;7
55066;9090;2
31119;1178;7
84196;8979;7
56141;5847;1
47005;2882;6
60314;9486;7
93649;3115;4
58366;8029;6
7102;5347;5
67718;5662;4
50370;4609;6
44083;1874;5
9051;4425;5
47179;5678;5
93826;8083;4
79682;5536;5
62740;1375;4
86236;1962;7
75624;8648;2
69842;4523;1
41985;1434;3
44311;3365;7
99623;6065;5
56802;9605;4
8390;3822;4
22427;8798;1
80177;5315;4
36311;1110;1
28594;5765;7
26307;3814;4
56564;5404;3
28828;2808;3
20619;6702;2
8574;4613;2
79457;7832;6
35029;7127;5
14569;6058;1
88842;7532;3
39111;2744;4
54489;1018;6
49094;5187;2
28362;2473;1
38474;3211;2
12730;9861;1
54044;7363;6
8179;9446;6
70094;3177;4
6783;3353;7
7480;1390;6
39400;1953;1
39136;5682;6
65474;4483;7
47507;6935;4
59566;1317;4
56662;8640;5
40194;5390;1
68623;8458;1
76178;7416;1
61895;1898;7
60300;4099;5
56135;2974;2
50783;2737;6
91387;4253;1
35455;2570;4
48536;6402;6
82694;8360;2
83055;1950;6
18898;1974;5
5591;7466;3
93091;9202;5
17858;4417;7
77579;2040;4
12141;1346;6
91569;5931;1
206;5560;2
61218;9295;3
69216;9217;5
75156;3033;5
23794;4823;5
2056;8255;6
75064;3633;6
83329;1291;5
63455;2032;7
83021;8393;5
19295;9911;4
49979;2639;7
95111;3820;4
10189;2284;7
68311;2666;5
55517;8234;1
97697;8948;7
66629;6628;5
80168;4023;3
98965;3388;5
79442;4871;1
41772;6952;1
73725;9437;2
66811;7916;1
22343;4571;1
79650;8965;7
87117;1262;5
89539;6729;6
46625;4574;4
58856;4767;4
60552;8035;5
48254;5754;2
44588;6622;1
91939;2021;5
11145;4647;6
67205;3584;3
11757;3467;3
76225;8473;5
28795;8568;7
59561;2912;4
68124;9685;5
46146;3696;4
24506;2942;6
54377;8436;5
2470;6590;5
93978;8239;1
80832;8680;3
11902;3592;5
89126;5269;4
82187;3203;1
16884;9184;3
82777;3372;1
19031;4837;1
51998;6601;1
20534;1729;7
99892;9882;3
52393;5169;3
67480;4749;5
85294;2309;7
80676;1466;3
65090;8961;6
97037;8982;5
85900;8709;6
16481;2688;7
93325;1007;4
13230;4980;1
45767;7137;2
6436;7129;7
4478;8634;5
36944;1766;7
89976;2578;6
34258;9436;7
1623;5650;2
46882;1747;3
70959;4374;4
98893;4742;2
84939;8893;6
27284;3258;6
43649;6732;5
66255;7990;6
25878;5587;7
23817;8248;3
33872;8310;1
25410;4302;4
34624;8103;4
87289;5719;7
27892;2673;1
52932;2045;1
85894;3124;4
98005;2463;7
94762;9086;2
44315;1349;1
46027;1613;7
2850;2783;2
47972;5399;6
53084;1079;2
6602;9873;6
75904;7862;4
66851;1736;7
97428;4431;3
61558;4110;4
85176;3175;7
50765;9018;2
29119;1132;1
26676;1818;7
67632;5427;7
61548;5078;4
22431;1490;5
96046;3474;1
38452;3129;1
92879;5420;2
43313;6494;2
58491;3171;2
2212;7300;4
27884;8829;4
38835;7006;3
79411;7912;7
27520;8728;3
96901;3177;7
39752;3410;2
36918;2358;1
86349;3675;3
58653;1901;6
97325;1159;7
30860;9010;4
53963;3647;6
2672;5573;4
54258;8700;2
78085;3297;1
61563;2720;5
62799;9367;7
62300;7271;7
78563;8784;7
58990;7769;4
45427;9705;1
77085;3729;3
91346;7353;1
74022;3959;5
85246;7971;1
86618;2074;4
12588;4333;7
84189;5694;5
67417;7905;5
8615;1480;6
72155;2126;4
20319;7157;3
9376;2377;3
45115;9109;5
61185;8634;5
904;7675;4
30311;1983;3
11572;3818;2
7662;1914;1
33223;3032;2
51017;3986;6
64271;4643;1
68214;6506;1
30343;7829;7
79139;3019;4
75678;9400;1
44609;5725;6
69009;2494;6
87758;8336;5
93328;8099;3
77063;1655;4
96571;7897;7
14211;5591;4
49994;3195;1
54652;5390;1
